映射方式,专业ID,厂家ID,设备类型ID,告警对象类型ID,告警标题,厂家告警ID,告警解析辅助字段,厂家告警级别,适用的厂家版本号,告警类型,层速率,设备单板,网管告警级别,网管告警ID,告警解释,告警逻辑分类,告警逻辑子类,该事件对设备的影响,该事件对业务的影响,告警标准名,业务类型,业务信息,是否与对端网元相关,是否上报集团,告警唯一标识,发生时间,清除时间,省,地市ID,区县,网元名称,网元ID,告警定位对象名称,告警定位对象ID,定位信息,告警清除状态,网管告警流水号,设备类型名称,厂家,timestamp,告警发生与清除的时间差,告警标题出现次数
标准,1,6,929,929,基站退出服务,198094833,,1,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,"CCE1;Remark:单板序列号= 288740400958, TDL eNBId=131242;"",""rNeUID"":"""",""rNeName"":"""",""rNeType"":""""}",2,0103-008-006-10-000237,该基站上的小区全部退出服务，基站无法提供业务时，上报此告警。,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1566208236833_10.154.19.92,2019-09-14 14:49:11,2019-09-14 15:11:18,湖南省,2004,桂阳县,郴州桂阳正和欧家联通ZL-B8300131242PT,,郴州桂阳正和欧家联通ZL-B8300131242PT,,"sbn=7355,NodeMe=131242,Equipment=1,rack=1,shelf=1,board=1",已清除,2094623888,eNodeB,中兴,1568472551,1327,65
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,151518150,2019-09-14 14:49:20,2019-09-14 14:57:07,湖南省,2012,道县,道县乐福堂综合机房,,道县乐福堂综合机房,,交流配电箱,已清除,2094624341,,,1568472560,467,30
标准,6,5,1403,32004,SUM_INPWR_LOW,1-324,,2,U2000V2R16,设备原始告警,速率无关,OA盘,2,0403-007-033-10-000092,合成输入光功率过低,通信,端口,无影响,可能业务受影响,SUM_INPWR_LOW,,,否,否,CS-U2000-21-P_171588038,2019-09-14 14:51:31,2019-09-14 19:23:16,湖南省,2000,长沙县,121-长沙县茅塘铺汇聚传输机房-郊外环5-HW-OTN-1,,121-长沙县茅塘铺汇聚传输机房-郊外环5-HW-OTN-1-1-3子架-16-12OBU1(1561)-01,,CS-U2000-21-P:786553:/rack=1/shelf=1/slot=316/domain=wdm/port=1,已清除,2094551823,OTN,华为,1568472691,16305,4
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS39000 V100R008C01SPC100,设备原始告警,,,2,0103-007-006-10-000266,OMC920每隔1分钟会向被管网元发送握手请求，当被管网元三次无应答时判定通信状态为断连，上报本告警。,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,ddd843ae-3450-41fb-82d7-dd53f4335c49,2019-09-14 14:51:56,2019-09-14 18:13:14,湖南省,2003,石鼓区,衡阳市区矛茶亭HL-D3900466949PT,,衡阳市区矛茶亭HL-D3900466949PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳市区矛茶亭HL-D3900466949PT| alarmName: 网元连接中断| alarmLocation: 网元名称=衡阳市区矛茶亭HL-D3900466949PT, 网元IP地址=100.92.64.252, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0205, OMC IP=10.154.17.17| appendInfo: eNodeBId=466949",已清除,-2094553316,eNodeB,华为,1568472716,12078,249
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1039283_10.154.26.177,2019-09-14 14:52:19,2019-09-14 15:22:20,湖南省,2011,鹤城区,huhhcqdazhongpingNBNF-AirScale538826PT,,huhhcqdazhongpingNBNF-AirScale538826PT,,PLMN-PLMN/MRBTS-538826,已清除,2094554048,eNodeB,诺基亚,1568472739,1801,33
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927EC92441290943E05352801DAC651E,2019-09-14 14:52:36,2019-09-14 15:15:52,湖南省,2012,双牌县,双牌县南岭(移动重保站）,,双牌县南岭无线机房,,,已清除,2094555737,监控设备,鑫天兴,1568472756,1396,81
标准,1,15,200,200,ASSOCIATION ROUTING FAILURE,3156,,Minor,RG30/SRAN16.10,设备原始告警,,,2,0101-002-002-10-000411,"关联路由失败,M3UA下发信令消息到STCP路由信息错误",输入输出外部设备,内部通信故障,无影响,业务质量下降,ASSOCIATION ROUTING FAILURE,,,否,否,1039369_10.154.26.177,2019-09-14 14:54:31,2019-09-14 15:55:19,湖南省,2011,鹤城区,HUH-NBSC-07,,HUH-NBSC-07,,01 03 0d 00000000 0137 D201,已清除,2094562404,BSC,诺基亚,1568472871,3648,10
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1039507_10.154.26.177,2019-09-14 14:58:16,2019-09-14 15:13:15,湖南省,2011,溆浦县,huhxplijiapoNBNF-AirScale538884PT,,huhxplijiapoNBNF-AirScale538884PT,,PLMN-PLMN/MRBTS-538884,已清除,2094576567,eNodeB,诺基亚,1568473096,899,33
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213706,2019-09-14 14:58:42,2019-09-14 15:23:58,湖南省,2002,攸县,株洲攸县云升山庄（联通）HL-D3900391575PT,,株洲攸县云升山庄（联通）HL-D3900391575PT,,"NeType: BTS3900 LTE| NeLocation: 株洲| vendor: | neName: 株洲攸县云升山庄（联通）HL-D3900391575PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=株洲攸县云升山庄（联通）HL-D3900391575PT, 本地小区标识=72, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=株洲攸县云升山庄（联通）HLD3900391575PT-72, eNodeB标识=391575, 小区标识=72, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=391575",已清除,2094589803,eNodeB,华为,1568473122,1516,249
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,91EC05C5345EA153E05353801DACAD34,2019-09-14 15:00:37,2019-09-14 16:12:42,湖南省,2011,通道县,通道县张里无线机房T,,通道县张里无线机房,,,已清除,2094585981,监控设备,鑫天兴,1568473237,4325,81
标准,1,5,929,929,基站时钟失步告警,29251,,2,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000268,当时钟失步检测特性检测本站发生时钟失步故障或疑似发生时钟失步故障时，产生此告警。当人工恢复时钟失步基站后，手动清除网管失步或失步嫌疑列表中的基站，告警自动清除。,中继与传输,同步时钟故障,可能设备局部故障,可能业务受影响,基站时钟失步告警,,,否,是,17375391_10.154.180.149,2019-09-14 15:04:05,2019-09-14 15:43:14,湖南省,2000,开福区,长沙武警总队门口(月湖兰亭拉远)HL-D3900461300PT,,长沙武警总队门口(月湖兰亭拉远)HL-D3900461300PT,,"eNodeB名称=长沙武警总队门口(月湖兰亭拉远)HL-D3900461300PT, 小区双工模式=TDD, 具体问题=时钟失步嫌疑",已清除,2094598626,eNodeB,华为,1568473445,2349,10
标准,1,6,929,929,基站退出服务,198094833,,1,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,"CCC;Remark:单板序列号= 275006700359, TDL eNBId=468851;"",""rNeUID"":"""",""rNeName"":"""",""rNeType"":""""}",2,0103-008-006-10-000237,无线侧设备,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1567178053091_10.154.23.30,2019-09-14 15:06:53,2019-09-14 15:43:04,湖南省,2005,德山区,常德德玫瑰大酒店ZL-B8300468851PT,,常德德玫瑰大酒店ZL-B8300468851PT,,"sbn=7361,NodeMe=468851,Equipment=1,rack=1,shelf=1,board=1",已清除,2094608036,eNodeB,中兴,1568473613,2171,65
标准,1,5,200,201,OML故障告警,21807,,重要,BSC6000V900R011/BSC6000V900R011C01/BSC6000V900R013,设备原始告警,,,2,0101-007-002-10-001782,无线侧设备,话务处理,设备退服,设备全阻,业务全阻,OML故障告警,,,否,是,21375326_10.154.17.39,2019-09-14 15:06:59,2019-09-14 15:12:34,湖南省,2000,浏阳市,CS-HBSC-6910-02,,长沙浏永安新建HG-D3910119PT,,"站点号=119, 产生此告警的插框号=1, 产生此告警的槽位号=18, E1号=NULL, 站点名称=长沙浏永安新建HG-D3910119PT, 告警原因=其他原因",已清除,2094608888,BSC,华为,1568473619,335,47
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,393996d9-994c-4812-afcf-ee54889142e9,2019-09-14 15:12:10,2019-09-14 15:44:54,湖南省,2000,雨花区,长沙跳马冬斯HL-D3900471460PT,,长沙跳马冬斯HL-D3900471460PT,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙跳马冬斯HL-D3900471460PT| alarmName: 网元连接中断| alarmLocation: 网元名称=长沙跳马冬斯HL-D3900471460PT, 网元IP地址=100.92.27.167, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0706, OMC IP=10.154.18.11| appendInfo: eNodeBId=471460",已清除,-2094627775,eNodeB,华为,1568473930,1964,249
标准,1,15,200,300,BASE STATION CONFIGURATION PROBLEM,7112,基站配置问题,Major,通用,设备原始告警,,,2,0101-002-002-20-001017,基站配置问题,处理器模块,单元故障,可能设备局部故障,可能业务受影响,基站配置问题,,,否,否,1040240_10.154.26.177,2019-09-14 15:12:31,2019-09-14 15:19:59,湖南省,2011,中方县,HUH-NBSC-09,,HH09ZFX222NGPT5,,Configuration mismatch between BSC and BTS,已清除,2094629802,BSC,诺基亚,1568473951,448,5
标准,1,6,929,929,基站退出服务,198094833,,1,V3.30.501P03/V3.30.502/V3.30.600,设备原始告警,,"CCE1;Remark:单板序列号= 283891501473, TDL eNBId=133477;"",""rNeUID"":"""",""rNeName"":"""",""rNeType"":""""}",2,0103-008-006-10-000237,无线侧设备,话务处理,设备退服,无影响,业务全阻,基站退服,,,否,是,1567178388576_10.154.19.15,2019-09-14 15:13:58,2019-09-14 18:30:49,湖南省,2009,凤凰县,吉首凤凰城区南华山居ZL-B8300133477TF,,吉首凤凰城区南华山居ZL-B8300133477TF,,"sbn=7431,NodeMe=133477,Equipment=1,rack=1,shelf=1,board=1",已清除,2095370945,eNodeB,中兴,1568474038,11811,65
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213709,2019-09-14 15:17:33,2019-09-14 15:30:45,湖南省,2003,耒阳市,衡阳耒阳双龙大酒店（电信）HL-D3900138785PT,,衡阳耒阳双龙大酒店（电信）HL-D3900138785PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳耒阳双龙大酒店（电信）HL-D3900138785PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=衡阳耒阳双龙大酒店（电信）HL-D3900138785PT, 本地小区标识=131, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=衡阳耒阳双龙大酒店（电信）HLD3900138785PT-131, eNodeB标识=138785, 小区标识=131, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=138785",已清除,2094671893,eNodeB,华为,1568474253,792,249
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电输入断电告警,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,660000004779,2019-09-14 15:22:08,2019-09-14 20:10:47,湖南省,2004,,宜章县梅田氮肥厂综合机房,,宜章县梅田氮肥厂综合机房,,,已清除,2094669285,,,1568474528,17319,30
标准,8,713,32403,32403,输入断电告警,2010,传输节点,紧急,,设备原始告警,,,2,0500-000-002-10-000060,市电有无,低压配电告警,,无影响,无影响,输入断电告警,,,否,否,220000004908,2019-09-14 15:23:49,2019-09-14 16:12:57,湖南省,2000,,浏阳市官桥九龙无线机房,,浏阳市官桥九龙无线机房,,,已清除,2094669306,,,1568474629,2948,30
标准,1,15,929,929,BASE STATION CONNECTIVITY LOST,76566202,,1,TL15A/TL16A,设备原始告警,,,2,0103-002-006-10-001381,到MME的SCTP连接中断。原因可能是到MME的线缆被拔出。,中继与传输,光纤故障,设备全阻,业务全阻,7656基站连接丢失:S1接口传输层连接故障,,,否,否,2872366_10.154.20.177,2019-09-14 15:23:57,2019-09-14 15:29:51,湖南省,2007,双峰县,LDISF-YongFengXinCunNL-FSMF465151PT,,LDISF-YongFengXinCunNL-FSMF465151PT,,PLMN-PLMN/MRBTS-465151/LNBTS-465151/LNMME-4,已清除,2094682071,eNodeB,诺基亚,1568474637,354,61
标准,1,15,929,929,NE3SWS AGENT NOT RESPONDING TO REQUESTS,9047,,1,TL18&SRAN18&TL18A&SRAN18A,设备原始告警,,,2,0103-002-006-10-003426,未收到网元告警,输入输出外部设备,外部告警,设备全阻,业务全阻,未收到网元告警,,,否,否,1040952_10.154.26.177,2019-09-14 15:28:33,2019-09-14 18:43:33,湖南省,2011,溆浦县,huhxpzhupoaocunDPNBNF-AirScale377834PT,,huhxpzhupoaocunDPNBNF-AirScale377834PT,,PLMN-PLMN/MRBTS-377834,已清除,2094690560,eNodeB,诺基亚,1568474913,11700,33
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,37549591_10.154.18.9,2019-09-14 15:33:39,2019-09-14 15:45:22,湖南省,2000,雨花区,长沙跳马冬斯HL-D3900471460PT,,长沙跳马冬斯HL-D3900471460PT,,"NeType: BTS3900 LTE| NeLocation: 长沙| vendor: 华为| neName: 长沙跳马冬斯HL-D3900471460PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=长沙跳马冬斯HL-D3900471460PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=471460",已清除,2094756551,eNodeB,华为,1568475219,703,131
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,151549345_10.154.17.19,2019-09-14 15:34:47,2019-09-14 18:13:41,湖南省,2003,石鼓区,衡阳市区矛茶亭HL-D3900466949PT,,衡阳市区矛茶亭HL-D3900466949PT,,"NeType: BTS3900 LTE| NeLocation: 衡阳| vendor: | neName: 衡阳市区矛茶亭HL-D3900466949PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=衡阳市区矛茶亭HL-D3900466949PT, 运营商索引=0| appendInfo: 基站制式=GL, 影响制式=L, 部署标识=AUTODID_20140927_5ba8db86-45af-11e4-8000-d46aa89dc, 累计时长(s)=90, eNodeBId=466949",已清除,2095311986,eNodeB,华为,1568475287,9534,131
标准,6,5,1403,32004,MUT_LOS,1,,1,U2000V2R16,设备原始告警,速率无关,OA盘,1,0403-007-033-10-000058,传输告警,通信,端口,无影响,可能业务受影响,MUT_LOS,,,否,否,ZZH-U2000-21-P_70174728,2019-09-14 15:43:48,2019-09-14 17:35:31,湖南省,2002,醴陵市,1019-醴陵市移动401(醴陵市乡镇汇聚环2)-OTN,,1019-醴陵市移动401(醴陵市乡镇汇聚环2)-OTN-1-2子架-14-12OBU1(1561)-01,,ZZH-U2000-21-P:525307:/rack=1/shelf=525307/slot=214/domain=wdm/port=1,已清除,2094751202,OTN,华为,1568475828,6703,22
标准,6,5,1403,32004,MUT_LOS,1,,1,U2000V2R16,设备原始告警,速率无关,OA盘,1,0403-007-033-10-000058,传输告警,通信,端口,无影响,可能业务受影响,MUT_LOS,,,是,否,ZZH-U2000-21-P_70174766,2019-09-14 15:43:49,2019-09-14 17:36:48,湖南省,2002,醴陵市,1013-醴陵市王仙(醴陵市乡镇汇聚环2)-OTN,,1013-醴陵市王仙(醴陵市乡镇汇聚环2)-OTN-1-0-4-TNF2OBU (TNF2OBU01)-1,,ZZH-U2000-21-P:525301:/rack=1/shelf=525301/slot=4/domain=wdm/port=1,已清除,2094752446,OTN,华为,1568475829,6779,22
标准,8,24,6016,6016,监控模块故障告警,,基站,1,无,设备原始告警,,,2,601-091-00-091015,监控模块故障告警,输出告警,设备局部故障,可能业务受影响,无,监控模块故障告警,,,否,否,927F85ED65967AA4E05353801DACCF7C,2019-09-14 15:45:09,2019-09-14 16:05:39,湖南省,2007,双峰县,娄底双峰县新耀,,双峰县新耀无线机房,,,已清除,2094756644,开关电源,,1568475909,1230,7
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,67b8f040-88af-4201-bda3-9275e61af883,2019-09-14 15:46:54,2019-09-14 17:08:47,湖南省,2002,醴陵市,株洲醴陵车站室分HL-D3900255186TF,,株洲醴陵车站室分HL-D3900255186TF,,"NeType: BTS3900 LTE| NeLocation: | vendor: | neName: 株洲醴陵车站室分HL-D3900255186TF| alarmName: 网元连接中断| alarmLocation: 网元名称=株洲醴陵车站室分HL-D3900255186TF, 网元IP地址=100.92.104.218, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0407, OMC IP=10.154.17.198| appendInfo: eNodeBId=255186",已清除,-2094762901,eNodeB,华为,1568476014,4913,249
标准,1,5,929,929,eNodeB退服告警,-507,,MAJOR,BTS3900 V100R012C10,设备原始告警,,,2,0103-007-006-10-000266,基站退服,话务处理,设备退服,无影响,业务受影响,eNodeB退服告警,,,否,是,-507_系统派生_1213722,2019-09-14 15:50:15,2019-09-14 17:36:34,湖南省,2012,双牌县,永州双牌阳明湾村HL-D3900995171PT,,永州双牌阳明湾村HL-D3900995171PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌阳明湾村HL-D3900995171PT| alarmName: 小区不可用告警| alarmLocation: eNodeB名称=永州双牌阳明湾村HL-D3900995171PT, 本地小区标识=131, 小区双工模式=TDD, NB-IoT小区指示=FALSE, 小区名称=永州双牌阳明湾村HLD3900995171PT-131, eNodeB标识=995171, 小区标识=131, 具体问题=射频单元异常| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=995171",已清除,2094788498,eNodeB,华为,1568476215,6379,249
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,60a18858-873f-48a5-9a06-a1cf4a6a665f,2019-09-14 15:50:25,2019-09-14 15:56:08,湖南省,2012,江永县,永州江永呼家HL-D390061212PT,,永州江永呼家HL-D390061212PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州江永呼家HL-D390061212PT| alarmName: 网元连接中断| alarmLocation: 网元名称=永州江永呼家HL-D390061212PT, 网元IP地址=100.94.229.115, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0306, OMC IP=10.154.17.134| appendInfo: eNodeBId=61212",已清除,-2094776252,eNodeB,华为,1568476225,343,249
标准,1,5,929,929,eNodeB退服告警,407,,CRITICAL,BTS3900&BTS5900 V100R013C10SPC150,设备原始告警,,,2,0103-007-006-10-000266,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,网元连接中断,,,否,是,718e7067-bc71-48d2-81e0-e9856b9fe49f,2019-09-14 15:50:25,2019-09-14 17:07:03,湖南省,2012,双牌县,永州双牌纱帽岭HL-D3900290476PT,,永州双牌纱帽岭HL-D3900290476PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州双牌纱帽岭HL-D3900290476PT| alarmName: 网元连接中断| alarmLocation: 网元名称=永州双牌纱帽岭HL-D3900290476PT, 网元IP地址=100.94.225.212, 网元IP地址(IP Mode)=NULL, 断连端口=6007, 断连错误码=N/A, 断连信息=端口握手超时, 适配层分区=MediationService0306, OMC IP=10.154.17.134| appendInfo: eNodeBId=290476",已清除,-2094776258,eNodeB,华为,1568476225,4598,249
标准,1,5,929,929,基站S1控制面传输中断告警,29213,,CRITICAL,BTS3900BTS5900 V100R013C10SPC150,设备原始告警,,,1,0103-007-006-10-000255,"当基站同一运营商下所有承载S1Interface的SCTP链路（链路个数不少于2条，且不包括IOPS特性使用的S1Interface的SCTP链路）状态异常，产生此告警。该告警产生时,该运营商已产生的S1接口故障和承载S1接口的SCTP故障告警会恢复。当基站同一运营商下有一条承载S1Interface的SCTP链路(不包括IOPS特性使用的S1Interface的SCTP链路)状态恢复时，且该状态持续90秒（默认）一直可用时，则上报告警恢复。",话务处理,链路故障,设备全阻,业务受影响,基站S1控制面传输中断告警,,,否,否,109260540_10.154.17.139,2019-09-14 15:51:18,2019-09-14 15:56:34,湖南省,2012,江永县,永州江永呼家HL-D390061212PT,,永州江永呼家HL-D390061212PT,,"NeType: BTS3900 LTE| NeLocation: 永州| vendor: 华为| neName: 永州江永呼家HL-D390061212PT| alarmName: 基站S1控制面传输中断告警| alarmLocation: eNodeB名称=永州江永呼家HL-D390061212PT, 运营商索引=0| appendInfo: 基站制式=L, 影响制式=L, 部署标识=NULL, 累计时长(s)=90, eNodeBId=61212",已清除,2094799210,eNodeB,华为,1568476278,316,131
标准,1,1,929,929,4G基站退服告警,406,,1,L13B,设备原始告警,,,2,0103-001-006-62-000001,基站退服,中继与传输,内部通信故障,无影响,无影响,节点脱管,,,否,是,390c88be-a566-469b-86ac-1aff915abd09,2019-09-14 15:51:57,2019-09-14 15:57:31,湖南省,2013,平江县,YUYPJlongmenlingycdxNBEF-R6601401813PT,,YUYPJlongmenlingycdxNBEF-R6601401813PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=FDD,ManagedElement=YUYPJlongmenlingycdxNBEF-R6601401813PT",已清除,-2094782751,eNodeB,中兴,1568476317,334,22
标准,1,1,929,929,4G基站退服告警,406,,1,L13B,设备原始告警,,,2,0103-001-006-62-000001,基站退服,中继与传输,内部通信故障,无影响,无影响,节点脱管,,,否,是,ae78af89-dc88-46dc-b58d-816e1bdc0356,2019-09-14 15:52:10,2019-09-14 15:57:46,湖南省,2013,平江县,YUYPJlongmenlingycdxEL-R6601135244PT,,YUYPJlongmenlingycdxEL-R6601135244PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=Pingjiang,MeContext=YUYPJlongmenlingycdxEL-R6601135244PT",已清除,-2094783567,eNodeB,中兴,1568476330,336,22
标准,8,713,32414,32414,市电停电,92001,传输节点,紧急,,设备原始告警,,,2,0500-000-092-10-000025,市电有无,市电异常告警,交流智能电表、直流智能电表,无影响,无影响,市电停电,,,否,否,110000086436,2019-09-14 15:54:08,2019-09-14 17:08:12,湖南省,2000,浏阳市,浏阳市文市楼前综合机房,,浏阳市文市楼前综合机房,,,已清除,2094793094,,,1568476448,4444,4
标准,8,24,6015,6015,一体化设备采集器通信状态告警,,基站,1,无,设备原始告警,,,2,698-076-00-076003,涵盖具备智能设备采集，以及非智能的温度、湿度、火警、门碰、水浸、红外等采集；或者蓄电池采集、视频采集、节能等多种设备的综合采集器通信状态告警。,采集设备通信中断告警,设备局部故障,可能业务受影响,无,一体化设备采集器通信状态告警,,,否,否,927FB757994889FEE05353801DACEEC9,2019-09-14 15:57:28,2019-09-14 18:41:15,湖南省,2011,洪江市,洪江市环保局,,洪江市环保局资源点,,,已清除,2094803190,监控设备,鑫天兴,1568476648,9827,81
标准,1,5,200,201,2G基站退服告警,-502,基站下挂所有小区全部退服,重要,无,设备原始告警,,,2,0101-007-002-62-000001,基站退服,操作维护,网管内部,可能设备全阻,可能业务受影响,2G基站退服,,,否,是,-502_系统派生_1213728,2019-09-14 16:01:00,2019-09-14 16:10:10,湖南省,2001,湘乡市,XTA-HBSC-6900-898,,湘潭湘乡涧山HG-BTS39002PT,,460-00-58361-32713,已清除,2094844986,BSC,华为,1568476860,550,64
标准,1,1,929,929,4G基站退服告警,406,,1,L13B,设备原始告警,,,2,0103-001-006-62-000001,OSS连接不到网元。,中继与传输,内部通信故障,无影响,无影响,节点脱管,,,否,是,630b40b1-04ed-4e7c-8983-5a78691ed95d,2019-09-14 16:01:02,2019-09-14 16:06:17,湖南省,2013,岳阳县,YUYYYXlieshijinianbeixiEL-R6601394828PT,,YUYYYXlieshijinianbeixiEL-R6601394828PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=Yueyangxian,MeContext=YUYYYXlieshijinianbeixiEL-R6601394828PT",已清除,-2094815674,eNodeB,中兴,1568476862,315,22
标准,1,1,929,929,4G基站退服告警,406,,1,L13B,设备原始告警,,,2,0103-001-006-62-000001,基站退服,中继与传输,内部通信故障,无影响,无影响,节点脱管,,,否,是,1aaea430-ae8f-423f-8b20-f1b9ebb9bf99,2019-09-14 16:01:07,2019-09-14 16:06:17,湖南省,2013,岳阳县,YUYYYXdayunshanlsjnbEL-R6601259327PT,,YUYYYXdayunshanlsjnbEL-R6601259327PT,,"SubNetwork=ONRM_ROOT_MO,SubNetwork=Yueyangxian,MeContext=YUYYYXdayunshanlsjnbEL-R6601259327PT",已清除,-2094815951,eNodeB,中兴,1568476867,310,22
